mom_1,mom_2,mom_3,mom_4,mom_5,mom_6,mom_7,mom_8,mom_9,mom_10,mom_11,mom_12,mom_13,mom_14,mom_15,mom_16,mom_17,mom_18,mom_19,mom_20,orig_size,skewness,kurtosis,SCV
1,3.150101,51.61366824,1976.667592,101754.5201,6482819.826,732203739.2,537614000000.0,1025620000000000.0,2.32e+18,5.81e+21,1.58e+25,4.68e+28,1.49e+32,5.07e+35,1.8399999999999998e+39,7.13e+42,2.9200000000000004e+46,1.26e+50,5.7199999999999995e+53,88,14.00792693,386.35927,2.150101
1,2.23679254,11.94711167,264.6372978,31150.47212,8241795.987,2818143371.0,1114690000000.0,496695000000000.0,2.46e+17,1.34e+20,7.96e+22,5.12e+25,3.55e+28,2.6399999999999998e+31,2.09e+34,1.76e+37,1.57e+40,1.48e+43,1.4600000000000002e+46,88,5.261351628,148.5756524,1.23679254
1,4.406059775,54.43862552,1020.950488,23884.1195,661247.8409,21145856.87,768124069.3,31278261628.0,1412280000000.0,70062200000000.0,3789190000000000.0,2.22e+17,1.4e+19,9.45e+20,6.81e+22,5.22e+24,4.23e+26,3.63e+28,3.29e+30,88,6.875603879,71.25377263,3.406059775
1,2.552839145,146.4717455,40318.61106,14383527.23,6160542202.0,3078380000000.0,1757990000000000.0,1.13e+18,8.06e+20,6.33e+23,5.42e+26,5.03e+29,5.03e+32,5.39e+35,6.1500000000000005e+38,7.46e+41,9.59e+44,1.3e+48,1.86e+51,88,72.77023021,16482.76282,1.552839145
1,4.272082494,52.57671556,1804.234307,136160.7462,14810316.42,1950626802.0,295570000000.0,50443000000000.0,9567270000000000.0,2e+18,4.54e+20,1.12e+23,3.0299999999999997e+25,9.680000000000001e+27,5.72e+30,9.509999999999999e+33,2.57e+37,7.84e+40,2.5500000000000003e+44,88,7.055519419,150.9883098,3.272082494
1,2.791224551,24.81609608,405.4471551,8670.081637,220211.4997,6398776.983,208176112.6,7472808295.0,292831000000.0,12424700000000.0,567113000000000.0,2.77e+16,1.44e+18,7.96e+19,4.65e+21,2.86e+23,1.8599999999999997e+25,1.2600000000000002e+27,8.99e+28,88,7.692950106,99.71375243,1.791224551
1,4.008972687,41.53996309,897.8555184,36984.33797,2536684.473,253311432.9,33163476643.0,5271830000000.0,967685000000000.0,1.99e+17,4.5e+19,1.11e+22,2.94e+24,8.36e+26,2.54e+29,8.18e+31,2.8e+34,1.01e+37,3.83e+39,88,6.037581435,83.14075917,3.008972687
1,2.878661225,19.9319988,1050.491207,334737.6851,147938462.1,76467583077.0,45100200000000.0,2.99e+16,2.2e+19,1.78e+22,1.57e+25,1.5e+28,1.5499999999999999e+31,1.7100000000000002e+34,2.01e+37,2.51e+40,3.32e+43,4.640000000000001e+46,6.820000000000001e+49,88,5.163554829,279.0967617,1.878661225
1,2.692832649,17.30447333,1707.220521,627984.998,289511338.3,155858000000.0,95893900000000.0,6.64e+16,5.1e+19,4.32e+22,3.99e+25,3.98e+28,4.2899999999999995e+31,4.95e+34,6.09e+37,7.96e+40,1.1e+44,1.61e+47,2.48e+50,88,5.096864005,576.1837517,1.692832649
1,2.742588627,21.50556089,322.7893105,6621.838973,165634.3166,4846235.16,162118875.6,6101642780.0,255168000000.0,11738200000000.0,589076000000000.0,3.2e+16,1.88e+18,1.18e+20,7.87e+21,5.6e+23,4.209999999999999e+25,3.3500000000000004e+27,2.8e+29,88,6.64153347,82.40181538,1.742588627
1,4.16211722,50.21813613,992.8048991,25614.19555,801102.4978,29318749.9,1227580017.0,57850020644.0,3030080000000.0,174653000000000.0,1.1e+16,7.5e+17,5.53e+19,4.38e+21,3.74e+23,3.43e+25,3.43e+27,3.76e+29,4.629999999999999e+31,88,7.065959162,81.39876523,3.16211722
1,4.652853896,142.7301286,8329.558477,622253.4815,55813700.03,5839095868.0,698056000000.0,93879100000000.0,1.4e+16,2.31e+18,4.13e+20,8.03e+22,1.6799999999999999e+25,3.7700000000000006e+27,9e+29,2.29e+32,6.150000000000001e+34,1.75e+37,5.22e+39,88,18.73116867,583.3287739,3.652853896
1,2.005230697,13.58221902,375.2069749,17443.63981,1002359.63,67257638.62,5151901574.0,443574000000.0,42410300000000.0,4458710000000000.0,5.11e+17,6.35e+19,8.49e+21,1.22e+24,1.86e+26,3.0200000000000004e+28,5.19e+30,9.42e+32,1.8e+35,88,9.491955322,326.4850617,1.005230697
1,4.725992025,74.16631258,1847.251966,57941.60372,2163809.606,93744112.65,4626745656.0,256455000000.0,15780300000000.0,1068560000000000.0,8.11e+16,1.18e+19,1.45e+22,3.8399999999999997e+25,1.12e+29,3.4900000000000004e+32,1.15e+36,3.98e+39,1.45e+43,88,8.618805905,113.5158674,3.725992025
1,2.785643425,30.79133487,933.2326265,98893.19879,65890370.43,74788402884.0,99351900000000.0,1.49e+17,2.47e+20,4.52e+23,9.02e+26,1.95e+30,4.54e+33,1.13e+37,3.01e+40,8.51e+43,2.5499999999999997e+47,8.05e+50,2.68e+54,88,10.24022862,258.3582719,1.785643425
1,3.685982684,52.46187821,1783.300942,94166.32098,8692279.3,2028188480.0,911682000000.0,526829000000000.0,3.46e+17,2.51e+20,1.98e+23,1.7e+26,1.57e+29,1.55e+32,1.64e+35,1.84e+38,2.18e+41,2.73e+44,3.5999999999999997e+47,88,9.859939345,220.7455358,2.685982684
1,2.772071331,21.17968217,392.0748004,12408.8636,531764.4062,28192158.23,1906362549.0,211105000000.0,50694300000000.0,2.05e+16,1.01e+19,5.58e+21,3.32e+24,2.1100000000000002e+27,1.44e+30,1.0399999999999999e+33,7.959999999999999e+35,6.43e+38,5.46e+41,88,6.300838649,102.2179281,1.772071331
1,2.021108767,14.5453843,2049.360951,586058.9986,203275259.9,82272161591.0,38055200000000.0,1.98e+16,1.14e+19,7.28e+21,5.05e+24,3.8e+27,3.07e+30,2.67e+33,2.47e+36,2.42e+39,2.52e+42,2.77e+45,3.21e+48,88,10.15870973,1918.458648,1.021108767
1,2.410585407,103.5599261,32235.62763,14233132.8,7609916762.0,4750780000000.0,3389810000000000.0,2.72e+18,2.43e+21,2.38e+24,2.55e+27,2.95e+30,3.69e+33,4.94e+36,7.04e+39,1.07e+43,1.7100000000000003e+46,2.9100000000000003e+49,5.180000000000001e+52,88,58.69199554,15998.40804,1.410585407
1,2.792581965,28.15157566,611.0218812,18416.36703,681597.9929,29662246.46,1481816553.0,84536466757.0,6375800000000.0,1531820000000000.0,1.31e+18,1.53e+21,1.95e+24,2.6800000000000004e+27,3.91e+30,6.069999999999999e+33,9.99e+36,1.73e+40,3.17e+43,88,9.072276732,159.3885056,1.792581965
1,4.395692542,87.51623503,3825.917552,231017.2026,17045981.9,1472985144.0,145597000000.0,16194000000000.0,2001420000000000.0,2.72e+17,4.04e+19,6.48e+21,1.12e+24,2.08e+26,4.11e+28,8.64e+30,1.92e+33,4.51e+35,1.1200000000000001e+38,88,12.19826116,303.4697216,3.395692542
1,2.8272694,469.5507554,605296.3802,996375974.7,1968360000000.0,4536620000000000.0,1.19e+19,3.54e+22,1.17e+26,4.22e+29,1.6699999999999998e+33,7.14e+36,3.2899999999999997e+40,1.6300000000000002e+44,8.56e+47,4.79e+51,2.84e+55,1.78e+59,1.1699999999999999e+63,88,187.4743198,180727.0982,1.8272694
1,4.554266433,71.5384219,1872.427338,63138.39327,2563846.99,121509636.3,6581736257.0,401074000000.0,27156100000000.0,2022560000000000.0,1.64e+17,1.45e+19,1.37e+21,1.39e+23,1.5099999999999998e+25,1.74e+27,2.12e+29,2.7199999999999997e+31,3.69e+33,88,8.935627836,127.4933499,3.554266433
1,3.66106156,80.39345461,8102.493491,2040075.774,734119229.8,317460000000.0,157626000000000.0,8.81e+16,5.47e+19,3.74e+22,2.7899999999999997e+25,2.2500000000000003e+28,1.96e+31,1.8200000000000002e+34,1.81e+37,1.91e+40,2.14e+43,2.53e+46,3.14e+49,88,16.45046932,1101.484562,2.66106156
1,2.417273669,16.95838717,242.3531073,4703.719518,109090.2013,2916551.313,88518696.93,3188973323.0,552460000000.0,1229010000000000.0,3.75e+18,1.25e+22,4.45e+25,1.71e+29,6.980000000000001e+32,3.03e+36,1.39e+40,6.76e+43,3.4499999999999998e+47,88,6.938234049,92.61038185,1.417273669
1,4.16208335,59.04630796,1284.846453,34365.47524,1076695.91,38638667.52,1563281817.0,70430181155.0,3498040000000.0,189943000000000.0,1.12e+16,7.12e+17,4.87e+19,3.55e+21,2.76e+23,2.2699999999999998e+25,1.98e+27,1.82e+29,1.7899999999999998e+31,88,8.636131087,107.0765306,3.16208335
1,2.462406715,18.73637013,430.8042615,16024.08884,744387.0585,40553488.11,2526592066.0,177105000000.0,13793900000000.0,1181780000000000.0,1.1e+17,1.12e+19,1.22e+21,1.42e+23,1.7799999999999998e+25,2.3500000000000002e+27,3.3e+29,4.879999999999999e+31,7.6e+33,88,7.548338255,171.9010005,1.462406715
1,3.034018487,36.51471243,1007.786051,38452.5721,1783021.717,96600817.58,5982356331.0,416797000000.0,32265300000000.0,2747520000000000.0,2.55e+17,2.57e+19,2.78e+21,3.23e+23,3.9999999999999995e+25,5.27e+27,7.36e+29,1.46e+32,7.52e+35,88,10.13915855,211.9609152,2.034018487
1,3.487555368,36.73214476,725.0312421,20240.08806,715559.3338,30306743.42,1486515562.0,82562974686.0,5111420000000.0,348627000000000.0,2.6e+16,2.09e+18,1.82e+20,1.7e+22,1.68e+24,1.78e+26,1.99e+28,2.35e+30,2.91e+32,88,7.205409455,96.32103635,2.487555368
1,3.422680616,29.74877065,401.0012732,6917.920551,143629.8276,3480024.497,96364026.71,3001901717.0,103904000000.0,3956060000000.0,164316000000000.0,7393660000000000.0,3.58e+17,1.86e+19,1.03e+21,6.06e+22,3.78e+24,2.48e+26,1.72e+28,88,5.696456236,51.03472675,2.422680616
1,2.412014648,14.44690317,244.0188235,9844.071748,717672.919,73000963.26,8996047760.0,1268140000000.0,199536000000000.0,3.46e+16,6.54e+18,1.34e+21,2.96e+23,6.9899999999999995e+25,1.7600000000000001e+28,4.72e+30,1.34e+33,4.01e+35,1.26e+38,88,5.489608108,99.15977023,1.412014648
1,2.989168441,28.24693191,625.0661145,22769.76853,1140829.054,71108714.79,5204300710.0,432952000000.0,40164000000000.0,4103040000000000.0,4.57e+17,5.52e+19,7.18e+21,1e+24,1.49e+26,2.3500000000000003e+28,3.93e+30,6.940000000000001e+32,1.2899999999999999e+35,88,7.584947524,133.1921211,1.989168441
1,3.526625814,30.98730555,459.0720507,10842.56325,494670.4268,42285980.52,5091286559.0,729493000000.0,117610000000000.0,2.09e+16,4.06e+18,8.54e+20,1.93e+23,4.689999999999999e+25,1.21e+28,3.3399999999999997e+30,9.740000000000001e+32,3e+35,9.71e+37,88,5.579311615,55.34015479,2.526625814
1,5.236350045,43.97869792,493.047452,6891.033096,115172.7454,2237273.816,49478811.56,1226472092.0,33660654524.0,1012860000000.0,33147000000000.0,1171890000000000.0,4.45e+16,1.81e+18,7.81e+19,3.58e+21,1.73e+23,8.84e+24,4.74e+26,88,3.471519509,19.25431962,4.236350045
1,9.243269016,129.3908034,2414.757881,56331.32517,1576911.643,51500510.0,1922240168.0,80715379313.0,3765840000000.0,193269000000000.0,1.08e+16,6.56e+17,4.29e+19,3e+21,2.24e+23,1.7799999999999998e+25,1.4900000000000002e+27,1.32e+29,1.23e+31,88,4.37991991,28.69185726,8.243269016
1,5.492255235,59.7873422,868.6345666,15314.29111,316402.7751,7524619.879,204173746.5,6326083056.0,227266000000.0,9804400000000.0,532414000000000.0,3.73e+16,3.29e+18,3.45e+20,4.08e+22,5.28e+24,7.34e+26,1.09e+29,1.7e+31,88,4.758860264,32.6772577,4.492255235
1,6.95100555,76.11630285,1112.354159,20320.06617,445439.1905,11391961.42,332966492.4,10948511490.0,400007000000.0,16075800000000.0,704799000000000.0,3.35e+16,1.71e+18,9.38e+19,5.49e+21,3.41e+23,2.2399999999999997e+25,1.5600000000000002e+27,1.14e+29,88,3.944488866,23.90534297,5.95100555
1,6.131395885,69.27592829,1059.638457,20263.27909,464690.3786,12426366.83,379628489.8,13044077197.0,497903000000.0,20903100000000.0,957243000000000.0,4.75e+16,2.54e+18,1.45e+20,8.86e+21,5.75e+23,3.95e+25,2.86e+27,2.18e+29,88,4.549382571,31.00209576,5.131395885
1,6.990974158,74.72107314,1064.882605,18969.83448,405513.6786,10113328.2,288253518.3,9242887159.0,329305000000.0,12905700000000.0,551764000000000.0,2.56e+16,1.27e+18,6.81e+19,3.88e+21,2.35e+23,1.5099999999999998e+25,1.0200000000000001e+27,7.28e+28,88,3.801756488,22.42698331,5.990974158
1,6.315211721,61.14644648,787.8989846,12685.72182,245084.0149,5524049.133,142295576.7,4123611035.0,132777000000.0,4702820000000.0,181712000000000.0,7606240000000000.0,3.43e+17,1.66e+19,8.53e+20,4.67e+22,2.71e+24,1.66e+26,1.07e+28,88,3.607026959,20.46634577,5.315211721
1,6.662530743,71.57413146,1027.088734,18424.18061,396597.5738,9959985.872,285863916.1,9230229040.0,331149000000.0,13068500000000.0,562624000000000.0,2.62e+16,1.32e+18,7.09e+19,4.07e+21,2.48e+23,1.6e+25,1.0900000000000001e+27,7.84e+28,88,3.976855862,24.25652513,5.662530743
1,5.041001394,38.87758375,399.8790797,5141.258554,79321.60042,1427776.669,29371156.05,679726689.6,17478537703.0,494389000000.0,15255300000000.0,509958000000000.0,1.84e+16,7.08e+17,2.91e+19,1.27e+21,5.89e+22,2.88e+24,1.48e+26,88,3.170450407,16.63318259,4.041001394
1,9.026419512,128.9168354,2456.779299,58524.33182,1672969.563,55793859.32,2126555458.0,91184190203.0,4344300000000.0,227674000000000.0,1.3e+16,8.06e+17,5.38e+19,3.84e+21,2.93e+23,2.37e+25,2.0300000000000002e+27,1.84e+29,1.7599999999999998e+31,88,4.566376986,30.92463546,8.026419512
1,6.102776953,58.33669518,742.7499665,11816.02232,225551.3723,5022961.34,127839460.9,3660347554.0,116449000000.0,4075160000000.0,155575000000000.0,6434270000000000.0,2.87e+17,1.37e+19,6.96e+20,3.76e+22,2.16e+24,1.3e+26,8.290000000000001e+27,88,3.646133871,20.85463209,5.102776953
1,5.728942792,52.72687856,648.8388683,9981.575159,184265.6604,3968593.322,97683393.01,2704938516.0,83224568111.0,2816690000000.0,103995000000000.0,4159600000000000.0,1.79e+17,8.27e+18,4.07e+20,2.13e+22,1.18e+24,6.889999999999999e+25,4.2400000000000003e+27,88,3.650469789,20.98587447,4.728942792
1,7.430121136,83.47498483,1250.444209,23414.36108,526116.0481,13792010.42,413204983.7,13926951003.0,521560000000.0,21485500000000.0,965548000000000.0,4.7e+16,2.46e+18,1.38e+20,8.3e+21,5.28e+23,3.5599999999999997e+25,2.53e+27,1.9e+29,88,3.875097694,23.17308536,6.430121136
1,6.036200222,65.25512767,951.4612465,17339.45008,379319.0754,9707835.828,286393282.6,9723762345.0,387646000000.0,19111700000000.0,1248700000000000.0,1.11e+17,1.25e+19,1.68e+21,2.56e+23,4.55e+25,1.12e+28,4.8899999999999996e+30,3.42e+33,88,4.348488758,28.53168064,5.036200222
1,7.842884719,101.5678448,1747.997867,37524.18743,965982.022,29005815.0,995328928.2,38423139048.0,1648060000000.0,77758400000000.0,4002300000000000.0,2.23e+17,1.34e+19,8.62e+20,5.92e+22,4.31e+24,3.33e+26,2.71e+28,2.33e+30,88,4.471403403,29.59491055,6.842884719
1,5.768739135,53.10037309,652.8614108,10033.93582,185055.7028,3981807.16,97915145.97,2708769440.0,83262931043.0,2815300000000.0,103845000000000.0,4149620000000000.0,1.79e+17,8.23e+18,4.05e+20,2.12e+22,1.17e+24,6.84e+25,4.2000000000000004e+27,88,3.629270169,20.75876131,4.768739135
1,5.383649508,49.65762833,608.2275313,9261.738715,168866.9504,3588762.713,87121118.5,2378526670.0,72132963998.0,2405770000000.0,87514400000000.0,3448210000000000.0,1.46e+17,6.65e+18,3.22e+20,1.66e+22,9.05e+23,5.209999999999999e+25,3.1600000000000003e+27,88,3.868622284,22.83982968,4.383649508
1,5.175754068,50.08170974,654.8913821,10655.2056,207309.5823,4696547.473,121469825.7,3532273699.0,114091000000.0,4052850000000.0,157040000000000.0,6591610000000000.0,2.98e+17,1.44e+19,7.45e+20,4.09e+22,2.38e+24,1.46e+26,9.420000000000001e+27,88,4.283885507,27.67799652,4.175754068
1,7.431884538,85.86064571,2468.197727,1652378.447,2700130900.0,5223080000000.0,1.15e+16,2.87e+19,7.94e+22,2.4099999999999998e+26,8.010000000000001e+29,2.88e+33,1.11e+37,4.62e+40,2.04e+44,9.59e+47,4.7699999999999996e+51,2.51e+55,1.3900000000000001e+59,88,4.019431705,52.36624495,6.431884538
1,5.073594845,50.0928597,674.7484189,11572.21258,257124.4154,7816671.672,332553603.9,18721571813.0,1279140000000.0,99635500000000.0,8555050000000000.0,7.96e+17,7.95e+19,8.48e+21,9.6e+23,1.15e+26,1.46e+28,1.94e+30,2.71e+32,88,4.484673515,30.2406447,4.073594845
1,7.404369173,86.89718035,1361.010264,26646.02248,626014.8376,17158670.98,537495228.2,18941662826.0,741684000000.0,31945700000000.0,1501050000000000.0,7.64e+16,4.19e+18,2.46e+20,1.54e+22,1.03e+24,7.229999999999999e+25,5.38e+27,4.21e+29,88,4.114410121,25.71799261,6.404369173
1,9.042821959,125.7861735,2333.398904,54107.29634,1505580.322,48876355.61,1813366753.0,75687647101.0,3510120000000.0,179065000000000.0,9965280000000000.0,6.01e+17,3.9e+19,2.71e+21,2.01e+23,1.59e+25,1.3300000000000002e+27,1.17e+29,1.08e+31,88,4.413004324,29.08639412,8.042821959
1,7.165823216,91.45076658,1570.222297,33714.01206,868650.4208,26111148.91,897013016.2,34667618145.0,1488700000000.0,70320500000000.0,3623650000000000.0,2.02e+17,1.22e+19,7.83e+20,5.38e+22,3.93e+24,3.04e+26,2.48e+28,2.13e+30,88,4.699634629,32.73277387,6.165823216
1,10.06754857,160.5612109,3423.190342,91250.30641,2918967.439,108936154.3,4646296174.0,222943000000.0,11886100000000.0,697071000000000.0,4.46e+16,3.09e+18,2.31e+20,1.85e+22,1.57e+24,1.43e+26,1.3700000000000001e+28,1.39e+30,1.4800000000000001e+32,88,4.847493265,34.52123206,9.067548574
1,6.257693679,66.14795769,934.9347953,16504.85066,349637.8979,8646829.937,244746549.7,7814703079.0,278623000000.0,11024500000000.0,483305000000000.0,2.36e+16,1.29e+18,8.06e+19,5.81e+21,4.87e+23,4.709999999999999e+25,5.13e+27,6.16e+29,88,4.09555822,25.49941703,5.257693679
1,6.61572485,72.08725238,1050.969166,19155.76667,419035.0441,10697297.03,312283260.7,10268440290.0,376091000000.0,15228200000000.0,679425000000000.0,3.35e+16,1.84e+18,1.16e+20,8.56e+21,7.59e+23,8.039999999999999e+25,9.9e+27,1.37e+30,88,4.075787873,25.34580286,5.61572485
1,6.696626983,82.89582471,1360.684487,27630.18466,669930.1936,18910496.39,609537800.7,22096590063.0,890003000000.0,39435600000000.0,1906540000000000.0,9.99e+16,5.64e+18,3.41e+20,2.2e+22,1.51e+24,1.1e+26,8.42e+27,6.81e+29,88,4.766374535,32.85761865,5.696626983
1,8.650584928,129.5604712,2602.468373,65364.25935,1970097.587,69276076.57,2784011088.0,125867000000.0,6322790000000.0,349381000000000.0,2.11e+16,1.38e+18,9.67e+19,7.29e+21,5.86e+23,4.999999999999999e+25,4.5200000000000004e+27,4.32e+29,4.34e+31,88,4.990657929,36.44416818,7.650584928
1,9.423199437,138.2248267,2704.866272,66163.3953,1942096.086,66507459.34,2602926674.0,114606000000.0,5606700000000.0,301718000000000.0,1.77e+16,1.13e+18,7.72e+19,5.66e+21,4.43e+23,3.69e+25,3.25e+27,3.02e+29,2.9499999999999997e+31,88,4.579612738,31.08523165,8.423199437
1,5.116319803,51.00716007,715.4596652,12663.80257,269384.4684,6686856.08,189703892.5,6054589560.0,214709000000.0,8375480000000.0,356416000000000.0,1.64e+16,8.16e+17,4.34e+19,2.46e+21,1.48e+23,9.47e+24,6.38e+26,4.53e+28,88,4.509162667,31.81811384,4.116319803
1,6.16191125,58.56752534,742.4518755,11764.95286,223713.9056,4962978.81,125829872.3,3589034167.0,113744000000.0,3965270000000.0,150801000000000.0,6212980000000000.0,2.76e+17,1.31e+19,6.64e+20,3.58e+22,2.04e+24,1.23e+26,7.790000000000001e+27,88,3.588214701,20.34702844,5.16191125
1,5.127817667,46.84229211,578.4521349,8920.045064,164763.9851,3545372.316,87088313.58,2404574580.0,73722110355.0,2485120000000.0,91357100000000.0,3637470000000000.0,1.56e+17,7.16e+18,3.51e+20,1.83e+22,1.01e+24,5.919999999999999e+25,3.6900000000000003e+27,88,3.989606937,24.58200918,4.127817667
1,6.249970769,64.33263349,855.774786,13868.93627,265356.4094,5938156.985,173088612.6,12075812370.0,2711740000000.0,922676000000000.0,3.56e+17,1.49e+20,6.76e+22,3.2699999999999996e+25,1.69e+28,9.29e+30,5.4e+33,3.32e+36,2.14e+39,88,3.95561438,22.96421315,5.249970769
1,5.948218123,53.44501267,640.2872031,9588.539495,172310.3427,3612576.233,86559480.57,2333268862.0,69883141467.0,2302360000000.0,82748800000000.0,3221900000000000.0,1.35e+17,6.07e+18,2.91e+20,1.48e+22,7.98e+23,4.5399999999999995e+25,2.72e+27,88,3.416006828,18.75430011,4.948218123
1,5.256966017,57.11146374,902.0178419,18169.49595,439742.4063,12373125.42,396191008.3,14215545546.0,564782000000.0,24609700000000.0,1166860000000000.0,5.98e+16,3.29e+18,1.94e+20,1.22e+22,8.12e+23,5.72e+25,4.2500000000000005e+27,3.32e+29,88,4.934513037,38.74423875,4.256966017
1,5.539734572,52.58110368,671.3048802,10720.89878,205517.6427,4597838.014,117603921.7,3385742040.0,108369000000.0,3818260000000.0,146896000000000.0,6129080000000000.0,2.76e+17,1.33e+19,6.87e+20,3.78e+22,2.21e+24,1.36e+26,8.91e+27,88,3.924661891,23.83494321,4.539734572
1,6.811269007,85.43771101,1408.414858,28517.61084,686579.6778,19201721.57,612528621.7,21962398307.0,874617000000.0,38306500000000.0,1830140000000000.0,9.47e+16,5.28e+18,3.15e+20,2.01e+22,1.36e+24,9.759999999999998e+25,7.410000000000001e+27,7.870000000000001e+29,88,4.782925741,32.70666006,5.811269007
1,5.1956511,51.2411853,691.0459738,11684.55003,238192.4203,5757825.596,168237925.0,6555427721.0,405620000000.0,41110200000000.0,5691790000000000.0,9.25e+17,1.66e+20,3.2e+22,6.6e+24,1.45e+27,3.36e+29,8.24e+31,2.13e+34,88,4.381418572,29.2132522,4.1956511
1,6.714906567,75.32195546,1143.712329,22789.81769,639993.6201,30223396.91,2507928039.0,298941000000.0,43055800000000.0,6980780000000000.0,1.24e+18,2.4e+20,4.99e+22,1.1099999999999998e+25,2.6400000000000005e+27,6.67e+29,1.78e+32,5.040000000000001e+34,1.4999999999999999e+37,88,4.185134828,26.93538626,5.714906567
1,6.377218335,77.39733277,1275.161254,26272.54371,649286.547,18721732.11,624598373.9,33374049294.0,15933200000000.0,2.35e+16,4.01e+19,7.41e+22,1.48e+26,3.15e+29,7.17e+32,1.73e+36,4.4399999999999995e+39,1.2e+43,3.41e+46,88,4.833186335,34.61363772,5.377218335
1,6.217930894,64.33853976,890.7100834,15412.86015,320034.4083,7752725.585,214636625.2,6685075818.0,231350000000.0,8807420000000.0,365889000000000.0,1.65e+16,8.1e+17,4.53e+19,3.6e+21,5.98e+23,1.82e+26,6.8900000000000005e+28,2.84e+31,88,4.000663269,24.52228836,5.217930894
1,5.792038898,77.27081752,1458.38898,34598.09014,985311.2368,32737068.14,1243074116.0,53102559055.0,2520700000000.0,131647000000000.0,7505340000000000.0,4.64e+17,3.12e+19,2.29e+21,1.97e+23,2.59e+25,7.78e+27,4.44e+30,3.23e+33,88,5.900284679,51.43165926,4.792038898
1,9.494187235,356.2619188,19643.77808,1360391.032,113033547.0,10952979057.0,1212540000000.0,150966000000000.0,2.09e+16,3.18e+18,5.27e+20,9.46e+22,1.83e+25,3.7900000000000005e+27,8.39e+29,1.97e+32,4.9e+34,1.28e+37,3.55e+39,88,13.32111944,253.2555423,8.494187235
1,6.71493958,87.45271805,1532.610536,33394.45373,870640.3395,26449545.78,917855157.0,35825753473.0,1553600000000.0,74107000000000.0,3856230000000000.0,2.17e+17,1.32e+19,8.58e+20,5.96e+22,4.39e+24,3.43e+26,2.87e+28,1.1799999999999998e+31,88,5.073004771,37.35668517,5.71493958
1,6.979200136,103.6958782,2195.817909,58888.64519,1899912.677,71545086.55,3079301050.0,149102000000.0,8021790000000.0,474737000000000.0,3.06e+16,2.14e+18,1.61e+20,1.3e+22,1.12e+24,1.03e+26,9.93e+27,1.02e+30,1.09e+32,88,5.797189383,50.90537421,5.979200136
1,40.93650625,15311.19486,7929815.783,5135053767.0,3990330000000.0,3617590000000000.0,3.75e+18,4.37e+21,5.66e+24,8.06e+27,1.2499999999999998e+31,2.11e+34,3.82e+37,7.4299999999999995e+40,1.5400000000000001e+44,3.3899999999999997e+47,7.9e+50,1.94e+54,5.04e+57,88,60.18852321,4933.658908,39.93650625
1,197.6547519,80838.09897,44105514.81,30080148653.0,24617700000000.0,2.35e+16,2.56e+19,3.15e+22,4.2899999999999995e+25,6.440000000000001e+28,1.05e+32,1.87e+35,3.57e+38,7.31e+41,1.59e+45,3.7e+48,9.08e+51,2.35e+55,6.420000000000001e+58,88,29.09865174,1132.139782,196.6547519
1,104.8104034,36038.33441,16728743.12,9708309318.0,6760920000000.0,5493070000000000.0,5.1e+18,5.33e+21,6.18e+24,7.900000000000001e+27,1.0999999999999998e+31,1.6600000000000001e+34,2.7e+37,4.69e+40,8.72e+43,1.7199999999999998e+47,3.59e+50,7.93e+53,1.84e+57,88,33.77706416,1539.002641,103.8104034
1,8.334185493,193.1054124,7820.102596,719269.5306,150487915.8,46768697638.0,17377300000000.0,7281950000000000.0,3.38e+18,1.72e+21,9.48e+23,5.66e+26,3.63e+29,2.5000000000000002e+32,1.83e+35,1.42e+38,1.17e+41,1.0100000000000001e+44,9.240000000000002e+46,88,8.564140246,131.8953253,7.334185493
1,10.6028917,270.0703045,9481.904353,417555.1687,22186702.18,1398893235.0,106073000000.0,10354800000000.0,1465000000000000.0,3.14e+17,9.15e+19,3.19e+22,1.2399999999999998e+25,5.220000000000001e+27,2.35e+30,1.13e+33,5.74e+35,3.08e+38,1.7399999999999998e+41,88,8.073862913,91.76589421,9.602891704
1,9.200121418,351.6392342,19802.94402,1400413.535,118856999.4,11768966259.0,1331810000000.0,169551000000000.0,2.4e+16,3.73e+18,6.33e+20,1.16e+23,2.31e+25,4.8900000000000005e+27,1.11e+30,2.66e+32,6.78e+34,1.82e+37,5.1599999999999996e+39,88,13.88477846,274.3611166,8.200121418
1,68.60186603,7841.556416,1195527.412,227838621.4,52104639772.0,13901800000000.0,4238970000000000.0,1.45e+18,5.54e+20,2.32e+23,1.06e+26,5.27e+28,2.8099999999999997e+31,1.61e+34,9.8e+36,6.349999999999999e+39,4.3600000000000004e+42,3.15e+45,2.4e+48,88,13.74128855,254.8285919,67.60186603
1,9.933657269,191.7897691,4894.502606,155121.8236,5932955.995,268971394.1,14306797250.0,889011000000.0,64466500000000.0,5446970000000000.0,5.33e+17,5.98e+19,7.57e+21,1.06e+24,1.64e+26,2.72e+28,4.8299999999999996e+30,9.14e+32,1.83e+35,88,6.141440518,52.42367249,8.933657269
1,11.48379271,230.9664759,6220.874301,209465.9861,8463658.12,398978536.1,21494774828.0,1302770000000.0,87732800000000.0,6499030000000000.0,5.25e+17,4.6e+19,4.33e+21,4.38e+23,4.72e+25,5.400000000000001e+27,6.55e+29,8.38e+31,1.13e+34,88,5.848114998,48.79369999,10.48379271
